postgre,sampling,mscn,mscn_bitmap,xgb,deepdb
1.009894724731059,1.1071974522292993,2.0945751596387274,1.630846229074383,1.0005698036579789,1.0000000000011284
1.4236903954592326,1.135226792130149,2.272416740617007,3.8150430031241056,1.008177068142994,1.0036214990927563
1.0003781742428008,1.2295827136367263,2.1843785440432604,1.0188500459123362,1.0005698036579789,1.000871365189734
1.0,1.2266666666666666,2.1778553333333335,1.2079687281055669,1.0251141424103278,1.0047364737552733
1.0,1.0,1.0,1.0,1.0005698036579789,1.0
1.0,1.0,1.1011760560278376,1.1536333333333333,1.0005006809316714,1.0000000000000004
1.087837837837838,644.0,2.5254901960784313,1.0403726708074534,1.0721833322525183,1.0622438870902222
1.0052297075535472,1.2307692307692308,1.0308308625606097,1.2190309009095495,1.0044675877007607,1.0
1.0,1.0,2.0,1.0,1.019691083170116,1.0
1.0,1.0,1.0,1.0,1.0129823509679612,1.0
1.0005484391687705,1.0126138441599943,1.4630350453601293,1.7042692669590072,1.037738709098087,1.000447388360317
1.0,1.0,2.0,1.0,1.0122019058709126,1.0
1.0,1.0,1.0256265616766942,1.0636558116159192,1.000288768772905,1.0
1.0004458040614288,1.3066670766014359,1.412584341775252,1.3098190734646302,1.0863420963287354,1.0040820117365163
1.025,41.0,5.857142857142857,1.5121951219512195,1.009306608261682,1.0173293725314596
1.0,1.0,2.0,1.0,1.0003900013432658,1.0
5.0,1.0,1.25,4.6,1.0714004039764404,1.0000000000000004
1.0194060570420465,3401.0,2.453823953823954,2.967713787085515,1.0005698036579789,1.0155480468467237
1.0,1.0,1.0,1.0,1.0005698036579789,1.0
1.0,3.0,3.0,3.0,1.105494499206543,3.0
1.0,1.0,1.0,1.0,1.0006322208265854,1.0
1.0,1.0,1.0,1.0,1.1126452684402466,1.0
1.0153758865248228,1.100709219858156,2.037925651847141,1.895568939556894,1.007083485299608,1.00000000000058
1.006758479979597,7842.0,1.6937365010799137,1.7369293547564397,1.00620805079628,1.0092722544725958
1.0027061612368626,1.0007392220037101,1.1214695175530356,1.0580474739350831,1.08023202419281,1.0000000000000002
5.0,1.0,1.0,2.5,1.0715559720993042,1.0
1.0,2.0,1.0,1.5,1.0703058174261422,1.0015022533804452
1.0052297075535472,1.2307692307692308,1.0308308625606097,1.2190309009095495,1.0802209377288818,1.0
1.0,1.0,1.1154738532928787,1.17602,1.0005698036579789,1.0000000000000004
1.0491956458342013,1.3614008815070708,2.032149855907781,1.0395869698542246,1.0557293682781637,1.012304859927974
1.0,1.0,1.1011760560278376,1.1536333333333333,1.0031615941013423,1.0000000000000004
6.8,1.0,1.0,1.0416666666666667,1.0005698036579789,1.0
2.0,2.0,2.0,2.0,1.0005698036579789,1.00000000000034
1.0327645051194538,1.465,2.429519071310116,2.4457429048414023,1.0005698036579789,1.0291731604094696
1.1428571428571428,7.142857142857143,1.2142857142857142,2.0,1.0005698036579789,1.5711182496469023
1.0028826381904719,1.010697224015494,1.367463607503976,1.0476454960953445,1.0005698036579789,1.0000221649425511
1.0000226625911774,1.0035451505016724,1.047342413161335,1.1829977322582323,1.006198829798553,1.0000730053293891
1.0052297075535472,1.2307692307692308,1.0308308625606097,1.2190309009095495,1.0043871796678723,1.0
1.0,1.0,1.1154738532928787,1.17602,1.0042729016245486,1.0000000000000004
1.0052297075535472,1.2307692307692308,1.0308308625606097,1.2190309009095495,1.001786007484965,1.0
5.0,1.0,1.25,1.6,1.0040819589569145,1.0000000000000002
1.125,8.0,2.6666666666666665,1.1428571428571428,1.000426984436103,1.0000000000027953
1.0004965243296922,1.0688826815642458,1.148382375999582,1.1742277740030314,1.0014317591598316,1.0000000000011215
1.0019031951097563,1.0233772652388797,1.4705887087686538,1.0115947693259726,1.016255239856781,1.0000000000008473
1.0066146778565248,1.004851004851005,1.6728682924275344,1.035571210134166,1.0071325807869629,1.0007440807492485
1.0,1.0,1.1011760560278376,1.1536333333333333,1.0681571022785223,1.0000000000000004
1.0439000328839199,1.1058181818181818,1.5276224926011182,1.643339637935693,1.0005698036579789,1.0072462013452128
1.0,1.0,13.0,4.0,1.0005698036579789,1.0
1.0070885594489905,1.3690926829268293,2.1867036741441725,1.3839823072124737,1.0123548730169671,1.0
6.8,1.0,1.0,1.0416666666666667,1.8257823219273013,1.0
5.7,1.0,1.4285714285714286,2.9,1.0005698036579789,1.000000000000001
1.0190985347589732,1.0293636363636363,1.1134858253113133,1.3241571259837916,1.003655271963567,1.0008094285821911
1.0,1.0,1.1154738532928787,1.17602,1.0005698036579789,1.0000000000000004
1.0,1.0,1.0,1.0,1.001096290065797,1.0
3.3392873240094954,1.0037785632120335,13.687604249971438,1.395746179708132,1.0005698036579789,1.0000000000000009
1.0034298780487805,1.0,1.2996051332675223,1.3217871485943775,1.038169855722879,1.0046700176018684
1.25,16.0,2.6666666666666665,4.0,1.0005698036579789,1.298261310471983
1.0,1.0,1.0,1.0,1.0005698036579789,1.0
1.0,1.0,1.0,1.0,1.0005698036579789,1.0
1.0,10.0,1.9,2.0,1.0073935805449146,1.00000000000011
2.0,5.0,2.5,1.4,1.094214916229248,1.1989878896904649
1.0,1.0,1.1154738532928787,1.17602,1.0177153817835654,1.0000000000000004
3.727272727272727,861.0,15.105263157894736,2.0418118466898956,1.0124026864618445,1.1002465081365194
1.0065520776396568,1.0021699834177242,2.885221525625189,1.7699373062670427,1.0005698036579789,1.00490318366247
1.25,4.0,2.0,2.0,1.0016463748387834,1.1701088833843152
1.0,1.0,1.1011760560278376,1.1536333333333333,1.090187430381775,1.0000000000000004
6.800047237335538,1.0013014243535052,6.118161688641762,2.4357262554864354,1.0194545942887392,1.0000069000000005
1.0580882836655483,16084.0,1.8470372071658245,1.10619248943049,1.0487822059650358,1.000000000000002
1.0,1.0,1.0,1.0,1.0066661873193459,1.0
1.0339609303396093,1.0028938037619448,2.410657783855119,2.6369389280206064,1.839332126130711,1.025233517892308
1.0,1.0,1.0,1.0,1.0288597837081002,1.0
1.0043404712886348,1.3113206310074876,1.4004642075033766,2.217849696429274,1.1098716259002686,1.031808208170405
1.0169772785294868,1.186969696969697,14.781132075471698,1.1593902619505698,1.1094233989715576,1.0000000000000009
1.00391485196966,1.2821875,1.161101632951499,2.3902022910065805,1.0058149240718237,1.0000000000000002
1.0,1.0,1.1011760560278376,1.1536333333333333,1.0763107667703542,1.0000000000000004
1.0007376359536058,1.0081272098371103,3.8721509657060156,1.3223031829332432,1.0187743812737275,1.000169822641082
1.0,1.0,1.5696123057604772,1.1107408641563923,1.0005698036579789,1.0
1.001242464681791,1.0118883475809664,1.1445981554677207,1.192524115755627,1.0005698036579789,1.0000000000005906
1.2857142857142858,3.7037037037037037,2.076923076923077,1.8518518518518519,1.0082937074684921,1.057264391534845
1.0,1.0,1.0,1.0,1.035135349661963,1.0
1.413252850435949,1.0556887440714098,15.294396593438497,98.6498127340824,1.0005698036579789,1.0009167360073403
6.8,1.0,1.0,1.0416666666666667,1.0005698036579789,1.0
6.8,1.0,1.0,1.0416666666666667,1.0102235037198493,1.0
6.808294198971068,1.0180439771119774,7.194754829493378,1.610310402949803,1.0005698036579789,1.0000903381983894
1.0,1.0,1.1011760560278376,1.1536333333333333,1.0646703063464533,1.0000000000000004
1.0,1.0,2.0,1.0,1.003840776922364,1.0
1.0,1.0,2.0,1.0,1.8078888759099674,1.0
1.0057195149851292,1.5072413793103447,5.1605667060212514,2.122168840082361,1.0100509303031329,1.0019292582280563
1.0031419512567805,1.0208066083576288,1.0915391969407267,1.142718826831444,1.0187743812737275,1.000000000001048
3.8,1.0,1.875,3.533333333333333,1.0005698036579789,1.0000000000000007
1.0013195749741073,1.0121286882168605,1.2814503539484148,1.2506060577024425,1.0052125864295418,1.00000000000059
1.0293159609120521,1.1256666666666666,11.890845070422536,1.949363340242819,1.0023380629549636,1.0000000000011298
1.0005269814502529,1.0,6.9101443168650585,1.161487411777099,1.0005698036579789,1.000000000000099
1.0447728636090963,1.2771968076464515,6.374313758110131,524.8767123287671,1.0005698036579789,1.0091138074220507
1.0015566625155665,1.0,1.223811004041032,1.027976375505129,1.0227089156700753,1.0000000000001101
1.0,1.0,1.0,1.0,1.11518657207489,1.3157261643431672
1.0,1.0,1.0,1.0,1.0005698036579789,1.0
1.0,1.0,1.0,1.0,1.0122863304068954,1.0
1.0,7.0,1.1428571428571428,2.3333333333333335,1.0005698036579789,1.1709969991193112
1.0052297075535472,1.2307692307692308,1.0308308625606097,1.2190309009095495,1.0725402426751327,1.0
1.0000226625911774,1.0035451505016724,1.047342413161335,1.1829977322582323,1.0005698036579789,1.0000730053293891
11.4,1.0,1.2,2.5,1.0005698036579789,1.000000000000002
1.0,1.0,1.0,1.0,1.0071675470492043,1.0
1.0181841024848621,1.2365558377999883,1.479498839665951,1.2665085858943237,1.0971672534942627,1.0010205551652818
1.0013952250108462,1.218702953851845,147.32906189555126,2.6254012296476934,1.0869355201721191,1.0154556221802653
1.0003249441624564,1.0155483824240443,1.951779069289449,1.4496365910616866,1.0096175418736217,1.000060552900488
6.8,1.0,1.0,1.0416666666666667,1.001144387672124,1.0
1.0,1.0,3.0,1.0,1.0005698036579789,1.0
4853.0,1.0,1627.0,59.0,1.0863420963287354,1.0
1.0,1.0,1.0,1.0,1.001984907992189,1.0
1.0036633670922788,1.0166759183921767,1.237728790102428,1.0215197670086003,1.0005698036579789,1.0
1.0108661203422828,1.0988557213930348,1.3094127767465025,1.261465532012108,1.0164825641017026,1.0000000000011289
2.85,1.0,2.0,1.75,1.037472051690162,1.0000000000000002
1.0000226625911774,1.0035451505016721,1.4468303501874205,1.06820325073878,1.0210672600684667,1.0000730053293891
1.0051395007342143,1.0768477728830153,1.261111111111111,2.08932941752325,1.0005698036579789,1.0000000000000027
1.002062502062502,1.0302120441051739,1.2328958851327987,1.1623800036225322,1.0161476266413392,1.0000000000009013
5.0,1.0,1.25,4.6,1.0500505179979793,1.0000000000000004
6.8,1.0,1.0,1.0416666666666667,1.0005698036579789,1.0
1.0,1.0,1.1154738532928787,1.17602,1.0125296469943472,1.0000000000000004
6.8,1.0,1.0,1.0416666666666667,1.0005698036579789,1.0
1.0237856663026386,3.6656848746892425,4.957584458538536,2.386787438462469,1.0695743910770832,1.0001964984127623
1.0,1.0,1.0256265616766942,1.0636558116159192,1.10836923122406,1.0
1.0031868048671841,1.0067096425443638,1.8815203140877923,1.2439758181250533,1.0005698036579789,1.0000000000001354
4.28367996085148,1.039563012834677,6.792132216014897,1.8116100993377484,1.1090915203094482,1.0009008487491469
1.0080843820230498,2.178011111111111,1.6783338327839377,1.1558914606088124,1.1123430526152183,1.0000000000000007
1.0224122677676202,1.2402653591000865,2.1773079338496966,1.5471589270262476,1.0000264529242506,1.0011006345542717
1.0,1.0,1.0,1.0,1.0983452796936035,1.0
1.0090919567419376,1.0104010348378123,7.7819198172747495,1.292781150447797,1.0109046724920752,1.0005424796882323
1.0081626012953604,1.086748664887073,3.3259274288999356,1.3893610639444438,1.0048420649676977,1.000180653841878
1.000244230064721,1.0023196190941277,1.5818237997759839,1.0589442554601207,1.1168699264526367,1.00000000000009
1.008249334692123,1.0054848985653038,7.68244213005557,1.0699815224383207,1.093476176261902,1.0019710088286558
6.8,1.0,1.0,1.0416666666666667,1.031774980578753,1.0
6.8,1.0,1.0,1.0416666666666667,1.0012015665994904,1.0
1.0090255820638114,1.1394712853236098,4.297747306562194,1.1358036121239745,1.00613236254267,1.0006007712039655
2.0,2.0,2.0,2.0,1.0122865910544834,2.0
1.0,1.0,2.0,3.0,1.0005698036579789,1.058909999999953
1.0807298866463921,1.0564864864864865,1.7521290900941282,1.7631107700179074,1.090187430381775,1.004171488871737
1.8333333333333333,6.0,2.1666666666666665,1.3333333333333333,1.0005698036579789,1.8382699926548962
1.0000226625911774,1.0002,1.1786206626491469,1.0354281094253537,1.008145028328429,1.0000730053293891
1.0,2.0,2.5,3.0,1.0016177952814693,1.23713323800003
1.0071807442491725,145451.0,3.133234242385076,2.7914761672315764,1.0005698036579789,1.0023929301083592
22.0,1.0,3.0,2.0,1.09541916847229,1.0
1.0259039395574743,1.0793308148947653,1.6537260151717983,2.0248246087425796,1.0043933431627001,1.0000000000000433
6.8,1.0,1.0,1.0416666666666667,1.0714680635014353,1.0
1.0000226625911774,1.0002,1.1786206626491469,1.0354261442895127,1.0028605726839879,1.0000730053293891
6.8,1.0,1.0,1.0416666666666667,1.01236704692362,1.0
1.0001608751608753,1.0008846710632138,1.240523966543349,1.6527545439922793,1.0137026067956942,1.0000000000001101
1.0,1.0,26.0,2.0,1.0405315157036266,1.0
1.0368935541022168,1.0042635275790615,351.5594451783355,1.663788764930027,1.0005698036579789,1.0062439356090693
1.4827586206896552,43.0,8.6,3.5833333333333335,1.0005698036579789,1.1021307272045433
1.0008285004142503,1.0,1.6007067137809188,1.2263959390862944,1.0025077174770325,1.0000000000000646
1.0,1.0,2.0,1.0,1.0011653815591641,1.000000000001762
1.0054660012924534,1.2715109738876522,1.288140557497466,1.0922280605442711,1.0005698036579789,1.001093045787407
1.171875,64.0,3.2,2.3703703703703702,1.0005698036579789,1.0051265186403902
3.0,14.285749992858571,7.0,7.0,1.0005698036579789,1.00000000001958
1.0013574862025993,1.001426750879128,36.53333333333333,1.2604092487092755,1.0021644664252747,1.0032602611923302
5.0,1.0,1.0,2.5,1.0921939611434937,1.0
5.0,1.0,1.0,2.5,1.003917974202937,1.000000000000002
34.38181818181818,1.0,1.413303437967115,3.9560669456066946,1.018621837664762,1.0070178741405735
502941.0,1.0,1.0,1.0,1.003080645911862,5829.993051623882
1.0,1.0,4.0,2.0,1.0005698036579789,1.0
1.0,1.0,1.0432569974554708,1.2515923566878981,1.0005698036579789,1.0000000000000027
1.0,1.0,1.9155260070394995,1.026984747751271,1.0161741098064039,1.0000000000000004
1.0136313017874332,1.0059016040570283,73.76813186813187,1.3031025094754416,1.0092380439212074,1.0001106267965751
1.00014782330188,1.0158745801407607,1.2756214840189823,1.2681288468147593,1.0005698036579789,1.0000000000005516
1.0566343042071198,2.1766666666666667,1.793956043956044,1.290513833992095,1.0005698036579789,1.049683846359876
1.0474226804123712,1.3779527559055118,3.175,2.501968503937008,1.851454090610279,1.0239642224408445
1.0038276239277675,1.1351436194013231,24.35237081707461,9.680412025006211,1.0005698036579789,1.0006590551855699
1.0000226625911774,1.0002,1.309456947226477,1.115324428651344,1.0005698036579789,1.0097276417479277
1.6897594409353582,1.0480281690140845,1.9309718437783834,21.63081395348837,1.0005698036579789,1.0000000000000022
1.0427350427350428,244.0,1.2139303482587065,2.975609756097561,14.95546817779541,1.0595114960958665
1.00272,1.036,1.2794268167860798,1.108819550706318,1.001124899052279,1.0000000000000289
6.0,6.0,2.0,3.0,1.0288520894575717,1.994871995539241
9.0,1.0,6.0,2.0,1.0052225648720443,1.0
1.0,1.0,1.0,1.0,1.0005698036579789,1.0
712.0,1.0,61.0,79.0,1.0706015162049978,1923.7878484680657
1.0053884793528607,1.0329490616621984,7.466860465116279,1.3486205196086065,1.0169913505433734,1.000122717862788
6.8,1.0,1.0,1.0416666666666667,1.0030053443279647,1.0
11.4,1.0,1.2,2.5,1.0782104196627622,1.000000000000002
1.0624881651202425,10562.0,4.013539102442719,1.943687891056312,1.0005698036579789,1.0026591542664172
1.0286156856350888,1.0483760683760683,1.1065403698691927,2.0700309799445624,1.0007689086418545,1.0140164733839323
1.028624037495815,1.0210913960495478,1.0166780122532335,1.7741881486441244,1.0005698036579789,1.0000000000000007
2.5714285714285716,18.0,34.77777777777778,1.1666666666666667,1.00952985498087,1.9109558476447184
6.8,1.0,1.0,1.0416666666666667,1.0476681417403533,1.0
1.0000226625911774,1.0086050420168067,1.6056045121194584,1.0331956112220608,1.0715559720993042,1.0
6.8,1.0,1.0,1.0416666666666667,1.0863420963287354,1.0
1.0,1.0,1.0,1.0,1.0005698036579789,1.015848216105384
1.0022831201522904,1.3223249316691623,1.1376708715025143,1.0928779356134048,1.0921939611434937,1.000748845316448
2.85,1.0,1.4285714285714286,1.15,1.0005698036579789,1.0000000000000002
2.0,3.0,2.6666666666666665,1.6666666666666667,1.0032224156825564,3.0
3.8,1.0,1.3636363636363635,1.0714285714285714,1.0005698036579789,1.0000000000000007
1.4,7.0,1.1666666666666667,1.2857142857142858,1.0023940087619965,1.9254374401741516
1.6,12.5,1.3333333333333333,2.0,1.0005698036579789,1.1252458237267726
1.4512130919637247,1.0112161446643153,3.9950378350731786,1.4693687457350872,1.0004659701902539,1.000000000000049
1.0074586081081784,2.1506666666666665,3.2846306572315838,1.2050785286216161,1.0005698036579789,1.0000000000000007
1.0,1.0,3.0,2.0,1.08023202419281,1.0
1.0059713375796178,1.0,1.7391603578802477,1.2663237039968342,1.1168699264526367,1.0057010153959725
1.0,1.0,2.0,1.0,1.0154004627040931,1.0
1.0010505989464593,1.0053129546183546,17.0667741357693,2.8987897852766333,1.0005698036579789,1.0003458998256058
1.0042455395519376,171729.0,1.1974771457858293,1.0339078971926043,1.0109046724920752,1.0047675021733984
1.0,1.2266666666666666,2.1778553333333335,1.2079687281055669,1.1060919761657717,1.0047364737552733
1.0000226625911774,1.0002,1.1786206626491469,1.0354281094253537,1.0005698036579789,1.0000730053293891
1.162162162162162,259.0,2.088709677419355,2.9431818181818183,1.0005698036579789,1.1052684592368625
147.0,1.0,14.0,5.0,1.0873512029647827,1.0
1.0100738750839489,1.6544444444444444,1.1445042275172943,5.5767790262172285,1.0727566732235314,1.0216534858837507
1.0017918676774638,1.0,1.0385250412768299,1.059851403412218,1.0921939611434937,1.0018454053017638
1.0062305320421376,1.909543227096513,4.316122977793698,1.037009019935608,1.1057772636413574,1.0178217548749098
6.8,1.0,1.0,1.0416666666666667,1.0045982237680544,1.0
1.0,1.0,1.0,1.0,1.0005698036579789,1.0
1.0052297075535472,1.2307692307692308,1.0308308625606097,1.2190309009095495,1.0715559720993042,1.0
1.0,1.0,2.0,1.0,1.0479790312339812,1.0
1.0122290161200667,1.124375,3.1070811744386875,1.5052807115063924,1.0005698036579789,1.0040148098800479
1.0,1.0,1.5696123057604772,1.1107408641563923,1.0005698036579789,1.0
1.0,1.0,11.0,1.0,1.0402678622994372,1.0
1.0,1.0,2.0,1.0,1.0869355201721191,1.0
1.0740740740740742,1.0,1.6167664670658684,2.688888888888889,1.071696162223816,1.0753199999999068
1.0,1.0,6.0,1.0,1.0306830988635594,1.0
1.2307692307692308,13.0,1.0833333333333333,3.3846153846153846,1.0005698036579789,1.3524919784471303
1.8009958370745245,22064.0,17.386918833727343,24.38011049723757,1.015777734108626,1.00686383960943
1.0,1.0,3.0,1.0,1.1094233989715576,1.0
1.0052527221338803,1.20024,1.2642004160905187,1.075401375016531,1.0021259811111078,1.0000730053293891
3.8,1.0,1.0666666666666667,1.2,1.003494956903266,1.0000000000000002
1.0163599994701216,1.6775333333333333,2.4965357585779246,1.3097997709685256,1.0005698036579789,1.0000000000000253
1.0,1.0,3.0,2.0,1.014483015113902,1.0
1.0721003134796239,1.1695935666667836,11.793103448275861,8.142857142857142,1.1168699264526367,1.0036184779613204
1.0,1.0,3.0,1.0,1.1146088934107368,1.0
3.8,1.0,1.875,3.533333333333333,1.0015522673841442,1.0000000000000007
1.0,1.0,1.0,1.0,1.0127533967974438,1.0
6.8,1.0,1.0,1.0416666666666667,1.123364687573917,1.0
1.0,1.0,2.0,1.0,1.1046490669250488,1.0
2.85,1.0,2.0,1.75,1.1147122383117676,1.0000000000000002
1.189201495208176,1.2874165896167344,1.0353430965240271,1.029331362638502,1.0005698036579789,10.307755959653358
1.0,1.0,1.0,1.0,1.0009771412682897,1.0
5.0,1.0,1.0,1.6666666666666667,1.0802209377288818,1.0
1.0,1.0,18.0,2.0,1.0098262160969704,1.0
1.0,1.0,1.0,1.0,1.005766993158503,1.0
3.8,1.0,1.3636363636363635,1.0714285714285714,1.0715559720993042,1.0000000000000007
11.4,1.0,1.4,2.5,1.0187743812737275,1.000000000000002
2.1,21.0,7.0,2.625,1.0715559720993042,21.0
1.0,1.0,1.1154738532928787,1.17602,1.0025047920297976,1.0000000000000004
1.0,1.0,4.0,1.0,1.1793758869171145,1.0
1.0000226625911774,1.0002,1.309456947226477,1.115324428651344,1.0623749036586134,1.0097276417479277
1.0039473552719678,1.0949441076726623,3.6527208823172947,2.5255668962743223,1.0869355201721191,1.002771327781358
1.0,1.0,1.0,1.0,1.1095218658447266,1.0
1.0,4.0,4.0,2.0,1.0015087313485158,1.0116534467609755
1.000143981372924,1.2339483880520892,1.1185308438446497,1.016455812631174,1.003308789237266,1.0211266931592884
1.6199445983379501,5848.0,2.8594391244870043,1.088577291381669,1.0054972183810913,1.0146437987582362
1.0011854742034394,1.0145929414706025,1.1022212326628311,1.0829556099945656,1.0005698036579789,1.0008479684464566
1.0058843595428961,1.055857353500264,3.640430501759262,1.7339497023191295,1.013186526598075,1.000895773395013
1.0251385491037994,2.670533333333333,1.3672838979435105,3.152291677068251,1.0819308808524941,1.0000000000000275
1.0,1.0,1.0,1.0,1.0125567263479633,1.0
1.0000516677641613,1.008362645347374,2.82203512727607,3.167005574488253,1.0071652721028164,1.0009073973802767
1.6257309941520468,1668.0,2.5045045045045047,92.66666666666667,1.0005698036579789,1.200454930231513
6.8,1.0,1.0,1.0416666666666667,1.0005698036579789,1.0
1.0106793502647402,1.1032673267326734,1.0099243213848734,1.3263483801489724,1.0358808135107336,1.0000000000011284
1.0014328491390034,1.1671770826407653,1.538258880378348,1.9650525197484536,1.0005698036579789,1.0020502821799524
