,pred,true
220,4.0,4
221,11345.0,11345
222,34583.0,34583
223,12.0,12
224,6.0,6
225,1976.0,1976
226,13461.0,13461
227,84.0,84
228,16.0,16
229,1.0,1
230,5915.0,5915
231,1128.0,1128
232,309579.0,309579
233,6.0,6
234,29.0,29
235,69676.0,69676
236,12645.0,12645
237,1.0,1
238,2580.0,2580
239,374479.0,374479
240,347750.0,347750
241,5.0,5
242,87094.0,87094
243,1.0,1
244,352175.0,352175
245,13.0,13
246,2.0,2
247,8364.0,8364
248,7.0,7
249,8444.0,8444
250,1.0,1
251,340166.0,340166
252,72361.0,72361
253,12.0,12
254,4.0,4
255,435.0,435
256,32.0,32
257,110232.0,110232
258,72833.0,72833
259,1.0,1
260,266.0,266
261,72728.0,72728
262,1.0,1
263,181757.0,181757
264,3.0,3
265,361044.0,361044
266,224996.0,224996
267,4.0,4
268,46740.0,46740
269,89.0,89
270,1.0,1
271,1.0,1
272,43.0,43
273,1.0,1
274,1788.0,1788
275,32.0,32
276,5.0,5
277,1.0,1
278,69499.0,69499
279,20903.0,20903
280,1.0,1
281,1.0,1
282,67625.0,67625
283,70830.0,70830
284,1.0,1
285,6.0,6
286,13.0,13
287,7390.0,7390
288,8816.0,8816
289,104276.0,104276
290,6.0,6
291,4474.0,4474
292,2.0,2
293,29965.0,29965
294,3.0,3
295,17397.0,17397
296,1.0,1
297,31731.0,31731
298,7.0,7
299,3.0,3
300,61226.0,61226
301,295400.0,295400
302,769.0,769
303,262.0,262
304,50938.0,50938
305,28551.0,28551
306,1.0,1
307,395.0,395
308,927.0,927
309,4.0,4
310,11995.0,11995
311,2.0,2
312,7.0,7
313,4.0,4
314,5.0,5
315,1105.0,1105
316,317115.0,317115
317,450.0,450
318,142696.0,142696
319,10642.0,10642
320,6.0,6
321,230847.0,230847
322,1.0,1
323,633.0,633
324,7.0,7
325,1.0,1
326,4744.0,4744
327,28999.0,28999
328,8347.0,8347
329,5.0,5
330,60251.0,60251
331,7.0,7
332,182025.0,182025
333,13.0,13
334,288555.0,288555
335,70767.0,70767
336,1213.0,1213
337,319.0,319
338,4.0,4
339,3.0,3
340,1.0,1
341,1.0,1
342,4.0,4
343,12.0,12
344,2.0,2
345,309967.0,309967
346,12.0,12
347,1101.0,1101
348,4.0,4
349,7.0,7
350,4255.0,4255
351,134.0,134
352,29434.0,29434
353,60241.0,60241
354,27.0,27
355,215841.0,215841
356,1532.0,1532
357,259600.0,259600
358,1.0,1
359,134.0,134
360,11.0,11
361,415316.0,415316
362,2.0,2
363,176.0,176
364,2925.0,2925
365,9.0,9
366,37566.0,37566
367,2.0,2
368,67518.0,67518
369,3.0,3
370,16.0,16
371,11.0,11
372,3.0,3
373,10.0,10
374,35.0,35
375,12.0,12
376,22940.0,22940
377,95698.0,95698
378,8.0,8
379,1.0,1
380,1.0,1
381,104.0,104
382,1.0,1
383,85247.0,85247
384,6.0,6
385,2.0,2
386,174.0,174
387,9.0,9
388,403880.0,403880
389,235201.0,235201
390,29.0,29
391,1101.0,1101
392,215732.0,215732
393,132092.0,132092
394,10.0,10
395,1.0,1
396,82512.0,82512
397,1.0,1
398,12663.0,12663
399,90110.0,90110
400,96.0,96
401,186.0,186
402,229.0,229
403,92020.0,92020
404,2.0,2
405,1.0,1
406,5.0,5
407,3.0,3
408,43247.0,43247
409,16.0,16
410,233888.0,233888
411,5.0,5
412,3.0,3
413,480.0,480
414,14859.0,14859
415,15.0,15
416,127635.0,127635
417,633.0,633
418,8358.0,8358
419,5.0,5
420,8161.0,8161
421,1.0,1
422,1.0,1
423,1960.0,1960
424,1.0,1
425,178.0,178
426,18.0,18
427,42789.0,42789
428,1966.5,1966
429,23.0,23
430,662.0,662
431,2.0,2
432,14.0,14
433,1513.0,1513
434,1.0,1
435,11822.0,11822
436,77718.0,77718
437,2.0,2
438,4.0,4
439,2.0,2
440,1.0,1
441,41682.0,41682
442,1.0,1
443,1587.0,1587
444,1.0,1
445,1.0,1
446,593.0,593
447,13.0,13
448,2.0,2
449,21.0,21
450,30166.0,30166
451,49.0,49
452,3.0,3
453,8441.5,8441
454,2.0,2
455,68666.0,68666
456,54142.0,54142
457,309559.0,309559
458,2.0,2
459,115643.0,115643
460,2.0,2
461,4.0,4
462,8.0,8
463,5.0,5
464,10.0,10
465,66591.0,66591
466,3.0,3
467,20698.0,20698
468,8413.0,8413
469,49.0,49
470,6.0,6
471,91082.0,91082
472,109372.0,109372
473,170937.0,170937
474,14.0,14
475,61934.0,61934
476,232686.0,232686
477,1.0,1
478,12.0,12
479,7789.0,7789
480,1952.0,1952
481,14473.0,14473
482,25134.0,25134
483,1073.0,1073
484,3.0,3
485,6.0,6
486,14.0,14
487,18209.0,18209
488,1.0,1
489,97893.0,97893
490,1.0,1
491,33349.0,33349
492,1977.0,1977
493,4.0,4
494,2.0,2
495,55976.0,55976
496,13.0,13
497,103504.0,103504
498,10.0,10
499,225559.0,225559
