,pred,true
240,7.166666666666666,8
241,196361.875,196362
242,4328.0,4328
243,10.0,10
244,581.5,582
245,66.0,66
246,277.0,277
247,20037.0,20037
248,2.0,2
249,1.0,1
250,109541.0,109541
251,1.0,1
252,239.0,239
253,6.0,6
254,7.666666666666666,8
255,197.0,197
256,1.0,1
257,1.0,1
258,211276.0,211275
259,86.0,86
260,3.0,3
261,26.0,26
262,1.0,1
263,28439.0,28439
264,95570.83333333333,95571
265,2.0,2
266,826.0,826
267,1.5,1
268,341227.0,341227
269,226708.0,226708
270,4.0,4
271,64.0,64
272,48527.0,48527
273,1.0,1
274,161.0,161
275,32982.0,32982
276,271.0,271
277,1.0,1
278,12.0,12
279,23688.0,23688
280,30605.0,30605
281,2126.0,2126
282,2.0,2
283,9.0,9
284,72870.0,72870
285,4.0,4
286,1.0,1
287,11.777777777777779,12
288,2.0,2
289,320248.0,320248
290,1.0,1
291,59729.0,59729
292,1.0,1
293,92.0,92
294,16.0,16
295,330017.0,330017
296,11.285714285714285,11
297,103554.0,103554
298,30054.0,30054
299,1.0,1
300,1.0,1
301,96.0,96
302,2.0,2
303,1.0,1
304,2.0,2
305,73218.0,73218
306,2.0,2
307,273.0,273
308,337.0,337
309,6644.0,6644
310,1.0,1
311,1.0,1
312,21.5,22
313,23675.0,23675
314,3.0,3
315,138173.66666666666,138174
316,1.0,1
317,251683.0,251684
318,1.0,1
319,314303.0,314303
320,3.0,3
321,65.0,65
322,103359.0,103359
323,697.0,697
324,14750.0,14750
325,3.0,3
326,153551.0,153551
327,211147.0,211147
328,1.0,1
329,324617.0,324617
330,3.0,3
331,917.6666666666666,917
332,1.0,1
333,371.0,371
334,8.233333333333334,7
335,72640.0,72640
336,78.0,78
337,1.0,1
338,767.0,767
339,4.0,4
340,3363.0,3363
341,2.0,2
342,31882.0,31882
343,4.0,4
344,42886.0,42886
345,380483.0,380483
346,10.0,10
347,15993.0,15993
348,47.0,47
349,7.0,7
350,2.0,2
351,266.0,266
352,1.0,1
353,5.0,5
354,101685.5,101686
355,1.0,1
356,13715.636363636364,13716
357,4.666666666666666,5
358,1.0,1
359,239740.5,239741
360,2.5,3
361,66381.75,66382
362,185527.5,185527
363,7.0,7
364,1.0,1
365,46086.0,46086
366,184009.7142857143,184009
367,11260.0,11260
368,176402.0,176402
369,2466.0,2466
370,42914.75,42915
371,56.0,56
372,118811.0,118811
373,317947.6666666667,317947
374,2.0,2
375,259.0,259
376,312.0,312
377,113.0,113
378,46725.0,46725
379,56.0,56
380,378608.0,378608
381,322434.8888888889,322435
382,1.0,1
383,898.75,899
384,20.2,20
385,188503.0,188504
386,1.0,1
387,2.0,2
388,63229.0,63229
389,1.0,1
390,3.0,3
391,6.0,6
392,1.0,1
393,27.0,27
394,9.714285714285714,9
395,8.0,8
396,55617.0,55617
397,1.0,1
398,7.0,7
399,31.0,31
400,3.0,3
401,2272.0,2272
402,1.0,1
403,12.0,12
404,3.0,3
405,39349.0,39349
406,39138.5,39139
407,1.6666666666666665,1
408,1.0,1
409,1.0,1
410,3932.0,3932
411,341409.0,341409
412,4.25,5
413,355263.5,355264
414,306.8,308
415,2462.0,2462
416,1.0,1
417,1.0,1
418,115423.0,115423
419,5.0,5
420,1.0,1
421,277600.8,277601
422,66591.0,66591
423,32794.0,32795
424,1.0,1
425,16468.0,16468
426,46145.5,46146
427,39.0,39
428,202625.0,202625
429,55720.0,55724
430,5.0,5
431,177.0,177
432,1.0,1
433,12598.0,12598
434,1.0,1
435,1.0,1
436,2.0,2
437,290.0,290
438,1.0,1
439,2.0,2
440,371.0,371
441,46773.0,46773
442,3.0,3
443,37902.333333333336,37903
444,1.0,1
445,1.0,1
446,377050.0,377050
447,825.6666666666666,825
448,205.0,205
449,2.0,2
450,3.0,3
451,35327.0,35327
452,199823.0,199823
453,41.0,41
454,1.0,1
455,173.0,173
456,804.0,804
457,578.0,578
458,352860.0,352860
459,277.0,277
460,22589.75,22590
461,2.0,2
462,2.0,2
463,96669.25,96670
464,34626.0,34626
465,41.0,41
466,7119.0,7119
467,10.6,11
468,2.75,3
469,3.0,3
470,44.0,44
471,34.0,34
472,2.0,2
473,1.0,1
474,315.0,315
475,2.0,2
476,340050.0,340050
477,66568.75,66569
478,100866.16666666666,100866
479,140262.5,140262
480,73115.0,73115
481,35880.833333333336,35881
482,20.0,20
483,6.25,6
484,140802.0,140801
485,3.0,3
486,10506.0,10506
487,49442.0,49442
488,165804.5,165805
489,3.0,3
490,1.0,1
491,35.0,35
492,115488.0,115488
493,921.0,921
494,3.0,3
495,341198.0,341198
496,17.5,18
497,5.666666666666666,6
498,206.0,206
499,11.166666666666666,11
