,pred,true
133,14.0,14
134,1.0,1
135,376681.0,376681
136,42778.0,42778
137,33.0,33
138,84.0,84
139,45.0,45
140,64066.0,64066
141,4965.0,4965
142,275552.0,275552
143,385.0,385
144,3.0,3
145,346907.5,346908
146,99116.0,99116
147,1693.0,1693
148,593.0,593
149,97054.0,97053
150,333088.3333333333,333088
151,48537.0,48537
152,1743.0,1743
153,249330.0,249330
154,2393.0,2393
155,17313.0,17313
156,172932.0,172932
157,1840.0,1840
158,4.0,4
159,12.0,12
160,352943.0,352943
161,1.0,1
162,5.333333333333333,5
163,3.0,3
164,1.5,2
165,204879.0,204879
166,80899.0,80899
167,2.0,2
168,13.0,13
169,504.0,504
170,24.0,24
171,6806.0,6806
172,3.0,3
173,1.0,1
174,1.1666666666666665,1
175,2354.0,2354
176,1.0,1
177,246650.33333333334,246650
178,1.75,2
179,5.0,5
180,119.0,119
181,100905.75,100906
182,39147.0,39147
183,4.0,4
184,312770.0,312770
185,417.0,417
186,1.0,1
187,7.0,7
188,623.0,623
189,14.0,14
190,1.0,1
191,69752.0,69753
192,19084.0,19084
193,6.0,6
194,30553.0,30553
195,7908.0,7908
196,301.0,301
197,8.0,8
198,124595.0,124595
199,15436.0,15436
200,28825.0,28825
201,6.0,6
202,1137.0,1137
203,304675.6666666667,304676
204,2.0,2
205,45.0,45
206,169316.0,169316
207,7.0,7
208,13.0,13
209,19350.666666666668,19351
210,222568.0,222568
211,1539.0,1539
212,44585.0,44585
213,58620.0,58620
214,10661.0,10661
215,1.0,1
216,1.0,1
217,1136.0,1136
218,13.0,13
219,2.0,2
220,233.0,233
221,17291.0,17291
222,61789.0,61789
223,54.0,54
224,355781.0,355781
225,68210.0,68210
226,50232.0,50232
227,7928.0,7928
228,726.0,726
229,94513.0,94513
230,6.0,6
231,322837.4285714286,322837
232,159.0,159
233,56954.0,56954
234,1050.0,1050
235,22883.0,22883
236,151.0,151
237,114478.0,114478
238,152068.66666666666,152068
239,192.0,192
240,1553.0,1553
241,6.0,6
242,15400.0,15400
243,6010.0,6010
244,2.0,2
245,160.0,160
246,1.0,1
247,3.0,3
248,258.0,258
249,1130.0,1130
250,10.0,10
251,61544.0,61544
252,2.0,2
253,231925.0,231925
254,6.0,6
255,19908.0,19908
256,14.0,14
257,33339.0,33339
258,1042.0,1042
259,24887.0,24887
260,130051.0,130051
261,15939.0,15939
262,142.0,142
263,2154.0,2154
264,358567.0,358567
265,68346.0,68346
266,3.5,3
267,20.0,20
268,304.0,304
269,4115.0,4115
270,7.0,7
271,4.0,4
272,56.333333333333336,56
273,17288.0,17288
274,27972.0,27972
275,105338.0,105338
276,125832.0,125832
277,12883.0,12883
278,843.0,843
279,277.6666666666667,278
280,140202.0,140202
281,1.2857142857142856,1
282,112947.0,112947
283,66560.0,66560
284,5.0,5
285,110329.0,110329
286,183345.5,183345
287,15436.0,15436
288,1851.0,1851
289,2.0,2
290,6.0,6
291,3.0,3
292,1108.0,1108
293,58.0,58
294,5472.0,5472
295,1139.0,1139
296,10234.0,10234
297,17012.0,17012
298,1637.0,1637
299,68208.0,68208
300,6.0,6
301,19338.0,19338
302,9386.0,9386
303,72708.0,72710
304,370.0,370
305,2.0,2
306,2185.0,2185
307,274891.0,274891
308,61550.0,61550
309,298861.0,298861
310,6.0,6
311,3.0,3
312,15445.0,15445
313,314.0,314
314,500.0,500
315,1043.0,1043
316,820.0,820
317,86.0,86
318,1.0,1
319,1873.0,1873
320,85.0,85
321,101.0,101
322,866.0,866
323,4342.0,4342
324,1861.0,1861
325,31327.0,31327
326,1582.0,1582
327,1.0,1
328,4003.0,4003
329,803.0,803
330,19.0,19
331,96935.0,96935
332,17.0,17
333,238311.66666666666,238312
334,17.5,17
335,413994.0,413994
336,11.5,12
337,1171.0,1171
338,21709.0,21709
339,358490.0,358490
340,1.0,1
341,17320.0,17320
342,18449.0,18449
343,738.4,738
344,24.666666666666664,25
345,6.0,6
346,78411.0,78411
347,17306.0,17306
348,6.0,6
349,1.0,1
350,1.0,1
351,1.0,1
352,50073.0,50073
353,1.0,1
354,1.0,1
355,25256.0,25256
356,1.75,1
357,96263.0,96263
358,126088.5,126088
359,49.0,49
360,3.0,3
361,5.0,5
362,981.0,981
363,103.0,103
364,184619.0,184619
365,17363.8,17364
366,2.0,2
367,4.0,4
368,185761.0,185761
369,1.6666666666666665,1
370,314.0,314
371,710.0,710
372,1794.0,1794
373,8.0,8
374,168.0,168
375,3.0,3
376,99114.0,99114
377,179.0,179
378,10036.0,10036
379,41.0,41
380,52.0,52
381,1.0,1
382,1036.0,1036
383,98757.33333333333,98757
384,35383.0,35383
385,292.0,292
386,318297.28571428574,318298
387,716.0,716
388,68225.0,68225
389,151107.0,151107
390,12.0,12
391,1.0,1
392,10309.0,10309
393,78329.0,78329
394,1.0,1
395,1.0,1
396,6963.0,6963
397,12.0,12
398,237968.0,237968
399,1.0,1
400,64000.0,64000
401,4.0,4
402,1.0,1
403,416.0,416
404,2.6666666666666665,2
405,17304.0,17304
406,19.628571428571426,20
407,3.0,3
408,1119.0,1119
409,185641.0,185641
410,37.0,37
411,6.0,6
412,1.0,1
413,34751.5,34752
414,1.0,1
415,3.0,3
416,17313.0,17313
417,10301.0,10301
418,99.0,99
419,1036.0,1036
420,3898.0,3898
421,7.0,7
422,64089.0,64089
423,1.0,1
424,8.0,8
425,6.0,5
426,265043.0,265043
427,4380.0,4380
428,44402.0,44402
429,2.0,2
430,39141.0,39141
431,10.0,10
432,13761.0,13761
433,4793.0,4793
434,1.0,1
435,1.0,1
436,44.0,44
437,61836.0,61836
438,1.75,2
439,17238.0,17238
440,406.0,406
441,3.0,3
442,5606.5,5606
443,18.0,18
444,44364.75,44365
445,118024.0,118024
446,57922.0,57922
447,38561.0,38561
448,290480.0,290480
449,103375.0,103375
450,6.0,6
451,18854.0,18854
452,9170.0,9170
453,47225.0,47225
454,1.0,1
455,1467.0,1467
456,1050.0,1050
457,33200.0,33200
458,4.0,4
459,697.0,697
460,4084.0,4084
461,1.0,1
462,1.0,1
463,10.0,10
464,1130.0,1130
465,10.333333333333332,10
466,1740.0,1740
467,109173.0,109173
468,263.0,263
469,337.0,337
470,4.0,4
471,11549.0,11549
472,4.0,4
473,1808.0,1808
474,2.0,2
475,71.0,71
476,1567.0,1567
477,4053.0,4053
478,5.0,5
479,14.0,14
480,2041.0,2041
481,101266.0,101266
482,133.0,133
483,2.0,2
484,80452.0,80452
485,1868.0,1868
486,106818.0,106818
487,251371.0,251371
488,383408.0,383408
489,1092.0,1092
490,726.0,726
491,267299.75,267299
492,1087.0,1087
493,699.0,699
494,1862.0,1862
495,12.0,12
496,24340.0,24340
497,1128.0,1128
498,2.0,2
499,1827.0,1827
