,pred,true
385,16059.0,16059
386,437.0,437
387,320560.0,320560
388,4.0,4
389,1.5,2
390,341776.5,341776
391,2986.4,2987
392,1.0,1
393,353644.0,353644
394,2.0,2
395,30.25,30
396,83.0,83
397,22.333333333333336,22
398,174197.5,174198
399,1.0,1
400,1.0,1
401,2107.0,2107
402,71520.55555555556,71520
403,1.0,1
404,17.666666666666668,18
405,385179.6666666667,385179
406,9.5,9
407,15.0,15
408,2134.0,2134
409,54933.0,54933
410,1.0,1
411,6.5,7
412,468.0,468
413,4.0,4
414,1005.0,1005
415,41916.0,41916
416,2.4000000000000004,3
417,6.0,6
418,329595.0,329595
419,3.0,3
420,113.0,113
421,319396.9,319397
422,4571.0,4571
423,23.0,23
424,1.0,1
425,158778.0,158778
426,3865.0,3865
427,7.0,7
428,20.0,20
429,179.0,179
430,1.25,1
431,15031.0,15031
432,250.0,250
433,53413.0,53413
434,21.0,19
435,108125.625,108126
436,1.0,1
437,72362.1,72362
438,69.0,69
439,328245.05128205125,328246
440,855.0,855
441,1.0,1
442,1002.0,1002
443,32.0,32
444,41951.0,41951
445,186166.44444444444,186167
446,1.0,1
447,121501.66666666667,121502
448,824.0,824
449,1.0,1
450,597.0,597
451,213.0,213
452,2803.0,2803
453,866.0,866
454,1111.0,1111
455,49.0,49
456,1.2857142857142856,2
457,19.0,19
458,82109.0,82109
459,36.0,36
460,226233.0,226235
461,213.0,213
462,121682.66666666667,121683
463,1962.0,1962
464,654.0,654
465,25.0,25
466,46.0,46
467,1.0,1
468,1096.0,1096
469,23357.0,23357
470,33208.0,33208
471,194.0,194
472,324910.0,324910
473,116203.93333333333,116201
474,343530.875,343532
475,1.0,1
476,84.0,84
477,19.0,19
478,2.0,2
479,3.0,3
480,1.0,1
481,1.0,1
482,218417.0,218417
483,12.0,12
484,47191.083333333336,47191
485,973.0,973
486,59106.0,59108
487,3269.6,3270
488,1.0,1
489,80889.0,80889
490,72097.22222222222,72097
491,3.0,3
492,807.0,807
493,11400.0,11400
494,1.25,1
495,47992.0,47992
496,8.0,8
497,1.0,1
498,19.666666666666668,20
499,16.677777777777777,15
