pred,true
15.0,15
1.0,1
12.761111111111111,10
1.0,1
37.75,39
2.0,2
18.49256163534437,13
1.0,1
1.0,1
1.0,1
1.5,2
81.83333333333333,84
15.0,15
379574.58055555564,379615
9.0,10
2.0,2
1.8333333333333333,6
1.0,1
1.0,1
1.0,1
1.5,2
1.0,1
13876.012301587301,13882
7.5,3
1.0,1
2.0,1
1.0,1
9.0,9
3.0,3
1.0,2
1.0,1
239519.0,242136
1.5,1
2.6666666666666665,3
1.0,1
4.0,4
67836.0,67836
1.0,1
1.0,2
6490.0,6490
1.0,1
3513.0,3512
5.0,4
220.5,219
1.5,2
48.0,48
1.5,1
243.14722222222227,239
51104.16666666667,51105
1.3333333333333333,1
22800.875,22662
1.0,1
1.0,1
1.0,1
1.0,1
1.619718309859155,1
51993.5,51938
143.0,143
2018.0,2018
1.5833333333333333,1
403888.5083333333,403964
173.83333333333331,166
1.0,1
103.72083333333333,85
10523.166666666666,10521
2861.0,2861
1.0,1
21780.533333333333,22687
1.0,1
2.0,2
9256.7,9247
1.0,1
2000.444708994709,2026
3.0,3
34866.619047619046,34921
97.0,97
1.0,1
11482.5,11482
275.0,275
1600.5,1598
8.0,2
23.0,22
20268.5,20213
26952.238410488855,27455
322.46153846153845,331
85.0,85
1.0,1
2.0,2
2.0,2
1.0,1
3.5,3
34.0,34
1.5,1
10.0,10
24.0,24
61374.0,61374
1.0,1
1.0,1
126.0,126
2.0,2
1.0,1
4.642857142857142,5
10.0,10
3.25,3
1528.7857142857142,1539
3.0,3
176619.4166666667,176607
1.0,1
19.5,16
1.0,1
54.55433455433455,49
2856.0,2856
2285.3333333333335,2300
1.0,3
230088.0,230088
63424.0,63424
23.541666666666664,28
1.0,1
33023.545238095234,33138
1.0,1
1.0,1
3.0,3
1.0,1
3.0,3
425831.0,425831
9.229976851851852,1
1.0,1
13.0,13
1.0,1
55999.0,55999
3.0,3
5.5,4
7611.0,7611
91171.0,91171
1226.2253777472529,1374
1.0,1
2.0,2
1.0,1
1.0,1
1.0,1
2.0,2
1042.0,1042
1.0,1
1.0,1
73330.0,73330
1.0,1
1.0,1
8.5,7
233547.62619047627,233535
5.904545454545454,2
1.0,1
1.0,1
1.0,1
15.0,15
581.3563210031284,309
787.9166666666667,596
20.814305555555556,15
3.0,3
320875.0,320875
1.0,1
3.2,5
6.5,8
118745.66666666642,210221
1.0,1
9.929166666666665,12
247303.0,247303
1.0,1
56.0,56
1.0,1
1.0,1
1.0,1
632.0,632
10.333333333333332,10
1.0,1
59.07,66
1.0,1
1.0,1
1.0,1
22.0,22
7.116666666666665,8
1.0,1
3.5,1
1.0,1
1.03125,1
13.0,13
2.7857142857142856,1
9027.0,9027
112.68412698412698,23
11.166666666666666,10
161.7085324397824,122
233.7285714285714,221
2.5416666666666665,1
1.0,1
1.0,1
1.0,1
1.0,1
6656.041666666664,10268
109966.15000000002,120355
1.0,1
1.0,1
1.0,1
793.7671162818657,681
1.0,1
2.75,3
10.0,9
1.0,1
1.0,1
1.0,1
1.0,1
323925.1666666666,372519
316.0,316
1.0,1
1.0,1
