query_no,query,cardinality_true
15,"SELECT COUNT(*) FROM supplier s WHERE s.s_acctbal=165.76;",1
16,"SELECT COUNT(*) FROM lineitem l,orders o,customer c WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND c.c_acctbal>4708.56 AND l.l_suppkey=1470;",279
17,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_availqty<2886 AND ps.ps_supplycost>71.61 AND s.s_acctbal=9009.30 AND s.s_nationkey>20;",21
18,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND o.o_totalprice<41523.84 AND c.c_acctbal<4676.00;",85007
19,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal>6507.90;",47779
20,"SELECT COUNT(*) FROM part p WHERE p.p_size>43 AND p.p_retailprice=1711.69;",1
21,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey;",150000
22,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal<4506.06;",4967
23,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey;",6001215
24,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal=7490.91;",1
25,"SELECT COUNT(*) FROM supplier s,nation n,partsupp ps WHERE n.n_nationkey=s.s_nationkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<-336.14 AND ps.ps_availqty>5692 AND ps.ps_supplycost<970.79;",19766
26,"SELECT COUNT(*) FROM customer c,nation n,orders o WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND c.c_acctbal<9883.43 AND o.o_totalprice>166521.74;",620980
27,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey;",150000
28,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",150000
29,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_partkey<176120 AND s.s_acctbal>5990.00;",256594
30,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_acctbal<5214.67;",848661
31,"SELECT COUNT(*) FROM partsupp ps,part p,lineitem l WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND l.l_discount=0.07 AND l.l_suppkey=7161 AND p.p_retailprice<1847.89 AND l.l_linenumber>2;",33
32,"SELECT COUNT(*) FROM part p,partsupp ps,supplier s WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND p.p_retailprice>1132.08;",693772
33,"SELECT COUNT(*) FROM supplier s WHERE s.s_nationkey>10 AND s.s_acctbal>7766.29;",1141
34,"SELECT COUNT(*) FROM orders o,customer c,nation n WHERE c.c_custkey=o.o_custkey AND n.n_nationkey=c.c_nationkey AND o.o_totalprice>287032.80 AND c.c_acctbal>918.42;",94669
35,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost=366.98 AND ps.ps_availqty<1492;",2
36,"SELECT COUNT(*) FROM part p,partsupp ps,lineitem l WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND l.l_discount>0.01 AND l.l_linenumber<1;",0
37,"SELECT COUNT(*) FROM orders o WHERE o.o_totalprice>227752.25;",319032
38,"SELECT COUNT(*) FROM part p WHERE p.p_retailprice<1590.63 AND p.p_size=1;",2386
39,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND ps.ps_supplycost>329.86 AND l.l_suppkey>7542;",990044
40,"SELECT COUNT(*) FROM supplier s WHERE s.s_nationkey<6;",2437
41,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<9512.16;",143425
42,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_extendedprice=18444.03;",8
43,"SELECT COUNT(*) FROM lineitem l,partsupp ps,supplier s WHERE ps.ps_id=l.l_ps_id AND s.s_suppkey=ps.ps_suppkey AND l.l_suppkey<753 AND l.l_quantity>17.0 AND l.l_extendedprice=77793.38 AND ps.ps_supplycost<485.2;",1
44,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal>9558.40;",5961
45,"SELECT COUNT(*) FROM partsupp ps WHERE ps.ps_partkey<88712 AND ps.ps_availqty=6741 AND ps.ps_supplycost<130.16;",9
46,"SELECT COUNT(*) FROM nation n,region r,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal=6655.35;",1
47,"SELECT COUNT(*) FROM lineitem l WHERE l.l_partkey>64322 AND l.l_tax<0.06 AND l.l_suppkey<84 AND l.l_extendedprice<1951.96 AND l.l_quantity<22.0;",403
48,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty<6603 AND ps.ps_supplycost<649.91 AND p.p_size>35;",102361
49,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND ps.ps_supplycost<431.45 AND l.l_linenumber<3 AND ps.ps_availqty<2973;",355706
50,"SELECT COUNT(*) FROM partsupp ps WHERE ps.ps_suppkey=5047 AND ps.ps_supplycost>608.35 AND ps.ps_partkey=2002 AND ps.ps_availqty>9770;",0
51,"SELECT COUNT(*) FROM orders o WHERE o.o_custkey=48650;",11
52,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_discount<0.04 AND l.l_extendedprice<45607.6;",1360084
53,"SELECT COUNT(*) FROM supplier s WHERE s.s_acctbal=7096.75;",1
54,"SELECT COUNT(*) FROM part p,partsupp ps,supplier s WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND ps.ps_availqty=7370 AND p.p_retailprice<970.06 AND ps.ps_supplycost>203.18 AND s.s_acctbal>-201.74;",0
55,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25
56,"SELECT COUNT(*) FROM customer c,nation n,orders o WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND c.c_acctbal>4990.54;",680881
57,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000
58,"SELECT COUNT(*) FROM nation n,customer c,orders o WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND c.c_acctbal<1429.79 AND o.o_totalprice=158516.96;",0
59,"SELECT COUNT(*) FROM supplier s WHERE s.s_nationkey=15 AND s.s_acctbal>5376.28;",166
60,"SELECT COUNT(*) FROM part p WHERE p.p_size=2;",4060
61,"SELECT COUNT(*) FROM partsupp ps,part p,lineitem l WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND ps.ps_availqty>3193 AND l.l_partkey<62296 AND l.l_tax=0.04 AND p.p_size<23;",63252
62,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_tax>0.06;",1334307
63,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25
64,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25
65,"SELECT COUNT(*) FROM supplier s,nation n,region r WHERE n.n_nationkey=s.s_nationkey AND r.r_regionkey=n.n_regionkey;",10000
66,"SELECT COUNT(*) FROM lineitem l WHERE l.l_linenumber<4 AND l.l_extendedprice=26366.4 AND l.l_discount=0.06 AND l.l_orderkey=203939 AND l.l_partkey=41778;",0
67,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_supplycost<538.92;",431009
68,"SELECT COUNT(*) FROM lineitem l,orders o,customer c WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND l.l_extendedprice<45741.12;",3752908
69,"SELECT COUNT(*) FROM supplier s,partsupp ps,part p WHERE s.s_suppkey=ps.ps_suppkey AND p.p_partkey=ps.ps_partkey AND ps.ps_availqty>5928 AND ps.ps_supplycost>440.53;",182432
70,"SELECT COUNT(*) FROM customer c,nation n,orders o WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey;",1500000
71,"SELECT COUNT(*) FROM customer c WHERE c.c_acctbal>8720.00;",17383
72,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_discount>0.06 AND o.o_totalprice>158610.21 AND l.l_tax>0.06;",306512
73,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND o.o_totalprice>141788.15;",764487
74,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey;",1500000
75,"SELECT COUNT(*) FROM orders o,customer c,nation n WHERE c.c_custkey=o.o_custkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal=2302.39 AND o.o_totalprice=8645.45;",0
76,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey;",150000
77,"SELECT COUNT(*) FROM part p,partsupp ps,lineitem l WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND l.l_suppkey=1159;",644
78,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000
79,"SELECT COUNT(*) FROM partsupp ps WHERE ps.ps_supplycost=522.71 AND ps.ps_partkey>84983 AND ps.ps_availqty>9179;",0
80,"SELECT COUNT(*) FROM lineitem l WHERE l.l_linenumber=3 AND l.l_tax>0.05 AND l.l_orderkey<199591 AND l.l_extendedprice=60221.94;",0
81,"SELECT COUNT(*) FROM supplier s,nation n,partsupp ps WHERE n.n_nationkey=s.s_nationkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<8306.56 AND ps.ps_availqty>3355;",450616
82,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal=8999.71;",1
83,"SELECT COUNT(*) FROM partsupp ps,supplier s,nation n WHERE s.s_suppkey=ps.ps_suppkey AND n.n_nationkey=s.s_nationkey;",800000
84,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal<7589.45;",1170918
85,"SELECT COUNT(*) FROM part p,partsupp ps,supplier s WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal=8254.50 AND p.p_size>4 AND ps.ps_supplycost>452.45;",41
86,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal=9083.39;",1
87,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey=4;",5
88,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty<5955 AND p.p_size>47 AND p.p_retailprice<1117.18;",3401
89,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=121901.55;",1
90,"SELECT COUNT(*) FROM lineitem l,partsupp ps,orders o WHERE ps.ps_id=l.l_ps_id AND o.o_orderkey=l.l_orderkey AND o.o_totalprice=255938.47 AND l.l_linenumber>1 AND ps.ps_supplycost>160.84;",3
91,"SELECT COUNT(*) FROM orders o WHERE o.o_custkey>59441 AND o.o_totalprice=93216.99;",0
92,"SELECT COUNT(*) FROM customer c,orders o,nation n WHERE c.c_custkey=o.o_custkey AND n.n_nationkey=c.c_nationkey AND o.o_totalprice=238855.14 AND c.c_acctbal>836.58;",1
93,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<1588.23;",35250
94,"SELECT COUNT(*) FROM part p,partsupp ps,supplier s WHERE p.p_partkey=ps.ps_partkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<4772.52 AND ps.ps_availqty<186;",7842
95,"SELECT COUNT(*) FROM part p WHERE p.p_size>14;",143394
96,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey=2;",5
97,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice<1199.14 AND ps.ps_supplycost=553.27;",2
98,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000
99,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey;",150000
100,"SELECT COUNT(*) FROM customer c,nation n,orders o WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND o.o_totalprice>253175.29 AND c.c_acctbal>1065.80;",176289
101,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",150000
102,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25
103,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal=571.73;",2
104,"SELECT COUNT(*) FROM part p WHERE p.p_size=37 AND p.p_retailprice<1375.30;",1465
105,"SELECT COUNT(*) FROM orders o WHERE o.o_custkey=133949 AND o.o_totalprice<281770.49;",14
106,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<2755.92 AND ps.ps_supplycost<580.41;",156557
107,"SELECT COUNT(*) FROM partsupp ps,supplier s,lineitem l WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_id=l.l_ps_id;",6001215
108,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000
109,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey;",150000
110,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000
111,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey=3;",5
112,"SELECT COUNT(*) FROM partsupp ps WHERE ps.ps_supplycost=999.64;",8
113,"SELECT COUNT(*) FROM nation n,region r,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal>7191.88;",38266
114,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal>898.98;",124238
115,"SELECT COUNT(*) FROM orders o WHERE o.o_custkey<89528;",894660
116,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey;",150000
117,"SELECT COUNT(*) FROM partsupp ps WHERE ps.ps_supplycost>175.76 AND ps.ps_availqty<129 AND ps.ps_partkey<144000;",6082
118,"SELECT COUNT(*) FROM partsupp ps,lineitem l,supplier s WHERE ps.ps_id=l.l_ps_id AND s.s_suppkey=ps.ps_suppkey AND l.l_quantity<13.0 AND s.s_acctbal>596.75 AND l.l_tax>0.08;",0
119,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_size<36;",561328
120,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25
121,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey<2;",10
122,"SELECT COUNT(*) FROM partsupp ps,supplier s,part p WHERE s.s_suppkey=ps.ps_suppkey AND p.p_partkey=ps.ps_partkey AND ps.ps_availqty<4416 AND ps.ps_supplycost<667.16 AND p.p_retailprice>1508.45 AND p.p_size>1;",113230
123,"SELECT COUNT(*) FROM nation n,region r,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey;",150000
124,"SELECT COUNT(*) FROM lineitem l,partsupp ps,orders o WHERE ps.ps_id=l.l_ps_id AND o.o_orderkey=l.l_orderkey AND o.o_totalprice=268820.60 AND l.l_partkey=28731;",0
125,"SELECT COUNT(*) FROM lineitem l WHERE l.l_quantity<6.0;",599038
126,"SELECT COUNT(*) FROM supplier s WHERE s.s_acctbal>5736.09 AND s.s_nationkey>7;",2633
127,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey=134597 AND l.l_tax>0.0 AND l.l_extendedprice<53534.95;",16
128,"SELECT COUNT(*) FROM orders o WHERE o.o_totalprice=282816.22 AND o.o_custkey=18398;",0
129,"SELECT COUNT(*) FROM supplier s WHERE s.s_acctbal=2752.44 AND s.s_nationkey>24;",0
130,"SELECT COUNT(*) FROM part p WHERE p.p_retailprice=1613.58;",10
131,"SELECT COUNT(*) FROM nation n,customer c,orders o WHERE n.n_nationkey=c.c_nationkey AND c.c_custkey=o.o_custkey AND c.c_acctbal=7786.36;",5
132,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey;",150000
133,"SELECT COUNT(*) FROM lineitem l,partsupp ps,part p WHERE ps.ps_id=l.l_ps_id AND p.p_partkey=ps.ps_partkey AND l.l_suppkey>9137 AND l.l_discount=0.03 AND l.l_quantity=13.0;",861
134,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_linenumber=6;",429070
135,"SELECT COUNT(*) FROM partsupp ps WHERE ps.ps_partkey>68680 AND ps.ps_supplycost<300.83 AND ps.ps_suppkey=5261 AND ps.ps_availqty<2986;",4
136,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",150000
137,"SELECT COUNT(*) FROM supplier s,nation n,customer c WHERE n.n_nationkey=s.s_nationkey AND n.n_nationkey=c.c_nationkey;",60000414
138,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_size=39;",16084
139,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_tax=0.01 AND l.l_quantity>32.0 AND l.l_suppkey=2845 AND l.l_extendedprice=3139.16;",0
140,"SELECT COUNT(*) FROM orders o WHERE o.o_totalprice>243824.40;",251572
141,"SELECT COUNT(*) FROM lineitem l,partsupp ps,part p WHERE ps.ps_id=l.l_ps_id AND p.p_partkey=ps.ps_partkey AND p.p_size=33 AND l.l_extendedprice=74489.22 AND l.l_partkey<4722 AND l.l_quantity<23.0;",0
142,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_acctbal>7181.28 AND o.o_totalprice<64773.39;",76259
143,"SELECT COUNT(*) FROM part p WHERE p.p_size>48;",7834
144,"SELECT COUNT(*) FROM part p WHERE p.p_size=16;",4103
145,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey;",150000
146,"SELECT COUNT(*) FROM supplier s,nation n,partsupp ps WHERE n.n_nationkey=s.s_nationkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal>-566.62 AND ps.ps_availqty>3233;",520966
147,"SELECT COUNT(*) FROM supplier s,nation n,region r WHERE n.n_nationkey=s.s_nationkey AND r.r_regionkey=n.n_regionkey;",10000
148,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<8569.27;",130548
149,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_availqty=4780 AND s.s_acctbal>3445.50 AND ps.ps_supplycost<440.55;",27
150,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal=4140.49;",1
151,"SELECT COUNT(*) FROM lineitem l WHERE l.l_extendedprice>36325.91 AND l.l_orderkey>4517505 AND l.l_tax>0.04 AND l.l_quantity>38.0;",158037
152,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25
153,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25
154,"SELECT COUNT(*) FROM supplier s,nation n,customer c WHERE n.n_nationkey=s.s_nationkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal<9108.61 AND s.s_acctbal<6021.63;",35245334
155,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey;",150000
156,"SELECT COUNT(*) FROM supplier s WHERE s.s_nationkey>8 AND s.s_acctbal=9463.06;",0
157,"SELECT COUNT(*) FROM customer c WHERE c.c_acctbal=2649.41;",1
158,"SELECT COUNT(*) FROM customer c WHERE c.c_nationkey=19 AND c.c_acctbal>2189.55;",4371
159,"SELECT COUNT(*) FROM region r,nation n,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal>2289.98;",105041
160,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey<3;",15
161,"SELECT COUNT(*) FROM nation n,region r,customer c WHERE r.r_regionkey=n.n_regionkey AND n.n_nationkey=c.c_nationkey AND c.c_acctbal<8566.39;",130517
162,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal>9750.20;",3377
163,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal>-440.01;",9493
164,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_linenumber<2 AND l.l_partkey>188512 AND o.o_totalprice>160895.21;",38316
165,"SELECT COUNT(*) FROM supplier s WHERE s.s_acctbal>6472.62;",3217
166,"SELECT COUNT(*) FROM orders o WHERE o.o_totalprice=143327.67;",1
167,"SELECT COUNT(*) FROM orders o WHERE o.o_custkey>55313 AND o.o_totalprice=154344.68;",1
168,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_linenumber<1 AND l.l_extendedprice=57488.27 AND ps.ps_availqty=7866;",0
169,"SELECT COUNT(*) FROM supplier s,nation n,partsupp ps WHERE n.n_nationkey=s.s_nationkey AND s.s_suppkey=ps.ps_suppkey AND ps.ps_supplycost=552.77 AND ps.ps_availqty>1462;",7
170,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000
171,"SELECT COUNT(*) FROM lineitem l,partsupp ps,supplier s WHERE ps.ps_id=l.l_ps_id AND s.s_suppkey=ps.ps_suppkey;",6001215
172,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey<1;",5
173,"SELECT COUNT(*) FROM lineitem l WHERE l.l_extendedprice>81640.34 AND l.l_orderkey=1742017 AND l.l_tax<0.04 AND l.l_linenumber<5;",0
174,"SELECT COUNT(*) FROM supplier s,partsupp ps,lineitem l WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_id=l.l_ps_id AND l.l_suppkey<1153;",692473
175,"SELECT COUNT(*) FROM orders o,lineitem l,customer c WHERE o.o_orderkey=l.l_orderkey AND c.c_custkey=o.o_custkey AND l.l_extendedprice>40959.6 AND c.c_acctbal<4050.65;",1218706
176,"SELECT COUNT(*) FROM supplier s,nation n,partsupp ps WHERE n.n_nationkey=s.s_nationkey AND s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<9186.59 AND ps.ps_availqty>3136;",510857
177,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25
178,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost=147.15 AND ps.ps_availqty=7677 AND p.p_retailprice=1761.68;",0
179,"SELECT COUNT(*) FROM lineitem l WHERE l.l_quantity=13.0 AND l.l_extendedprice>31257.66 AND l.l_tax>0.03 AND l.l_partkey>75161 AND l.l_orderkey<4869603;",0
180,"SELECT COUNT(*) FROM supplier s,nation n,region r WHERE n.n_nationkey=s.s_nationkey AND r.r_regionkey=n.n_regionkey AND s.s_acctbal=3717.15;",1
181,"SELECT COUNT(*) FROM part p WHERE p.p_size>17;",131507
182,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal>8377.72;",22087
183,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey<4;",20
184,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id;",6001215
185,"SELECT COUNT(*) FROM part p WHERE p.p_size=29;",4086
186,"SELECT COUNT(*) FROM customer c WHERE c.c_acctbal>1110.73;",121462
187,"SELECT COUNT(*) FROM nation n WHERE n.n_regionkey=4;",5
188,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25
189,"SELECT COUNT(*) FROM nation n,customer c,region r WHERE n.n_nationkey=c.c_nationkey AND r.r_regionkey=n.n_regionkey;",150000
190,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25
191,"SELECT COUNT(*) FROM partsupp ps,part p,lineitem l WHERE p.p_partkey=ps.ps_partkey AND ps.ps_id=l.l_ps_id AND l.l_tax>0.05 AND p.p_retailprice>1863.77;",272801
